,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
2794,No,11,No,No,Fiber optic,Yes,No,Month-to-month,No,72.9,No
2795,Yes,61,No,Yes,DSL,Yes,Yes,Two year,Yes,61.45,No
2796,No,2,No,Yes,DSL,No,Yes,Month-to-month,Yes,64.2,No
2797,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,74.25,Yes
2798,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.8,Yes
2799,Yes,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.55,No
2800,Yes,30,No,No,DSL,No,Yes,Month-to-month,No,51.2,Yes
2801,No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.45,No
2802,Yes,38,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No
2803,No,3,Yes,Yes,DSL,No,No,Month-to-month,Yes,35.45,Yes
2804,Yes,51,Yes,Yes,Fiber optic,No,Yes,One year,No,110.05,No
2805,Yes,69,No,Yes,Fiber optic,Yes,No,One year,No,95.75,No
2806,Yes,60,No,Yes,DSL,No,Yes,Two year,No,76.95,No
2807,No,3,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.4,Yes
2808,Yes,50,No,Yes,DSL,Yes,Yes,One year,Yes,84.15,No
2809,No,60,Yes,No,DSL,No,No,One year,Yes,59.8,No
2810,No,66,No,Yes,DSL,Yes,No,Two year,Yes,80.55,Yes
2811,No,12,No,No,DSL,No,Yes,One year,No,74.05,Yes
2812,Yes,42,No,No,Fiber optic,No,No,Month-to-month,Yes,77.95,Yes
2813,No,4,No,No,Fiber optic,No,No,Month-to-month,No,74.95,Yes
2814,Yes,13,No,No,DSL,No,No,Month-to-month,No,44.8,No
2815,Yes,22,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.75,No
2816,Yes,49,No,Yes,Fiber optic,No,No,One year,No,100.45,Yes
2817,Yes,5,No,Yes,DSL,No,Yes,Month-to-month,No,34.25,No
2818,Yes,70,Yes,Yes,DSL,No,Yes,One year,No,64.95,No
2819,No,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.8,Yes
2820,No,19,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,84.75,No
2821,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.5,No
2822,Yes,60,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.95,No
2823,No,15,No,No,DSL,No,Yes,Month-to-month,No,55.0,Yes
2824,No,43,No,Yes,DSL,No,No,Two year,Yes,60.0,No
2825,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,No
2826,No,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.85,Yes
2827,No,3,No,No,Fiber optic,No,Yes,Month-to-month,No,85.8,Yes
2828,Yes,21,Yes,No,DSL,No,No,One year,Yes,75.9,No
2829,No,34,No,Yes,Fiber optic,Yes,No,One year,Yes,99.85,No
2830,No,58,Yes,Yes,DSL,No,No,One year,Yes,45.35,No
2831,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
2832,No,20,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.1,Yes
2833,No,69,No,No,Fiber optic,Yes,Yes,Two year,No,105.35,No
2834,Yes,51,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
2835,Yes,69,No,Yes,Fiber optic,Yes,No,Two year,Yes,105.0,No
2836,No,20,No,No,Fiber optic,No,No,Month-to-month,No,78.8,No
2837,No,58,No,Yes,Fiber optic,Yes,No,One year,Yes,94.3,No
2838,No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,107.75,No
2839,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.8,No
2840,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.95,No
2841,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,Yes
2842,No,25,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,Yes
2843,Yes,33,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.5,Yes
2844,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,18.85,No
2845,No,1,No,No,DSL,No,No,Month-to-month,Yes,50.15,No
2846,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,81.05,No
2847,No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.0,No
2848,No,21,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,106.1,Yes
2849,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.6,No
2850,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No
2851,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,77.65,Yes
2852,Yes,20,No,No,DSL,Yes,No,Month-to-month,Yes,49.6,No
2853,Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.35,No
2854,No,20,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,55.0,No
2855,No,9,Yes,No,Fiber optic,No,No,Month-to-month,No,75.6,No
2856,No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.85,No
2857,No,66,No,No,DSL,No,Yes,One year,No,29.45,No
2858,Yes,65,Yes,Yes,DSL,Yes,No,One year,No,61.35,No
2859,Yes,11,No,No,DSL,No,Yes,Month-to-month,Yes,66.35,Yes
2860,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
2861,No,3,Yes,No,DSL,No,No,Month-to-month,Yes,50.15,No
2862,No,11,No,Yes,Fiber optic,No,No,Month-to-month,Yes,75.9,No
2863,No,70,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,No
2864,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,No
2865,Yes,61,Yes,Yes,DSL,Yes,Yes,One year,Yes,79.4,No
2866,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.25,No
2867,No,24,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,No
2868,Yes,42,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No
2869,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,No
2870,No,2,No,Yes,DSL,No,No,Month-to-month,Yes,50.3,No
2871,Yes,61,Yes,No,DSL,Yes,No,Month-to-month,No,33.6,No
2872,Yes,24,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,70.3,No
2873,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
2874,Yes,4,No,No,Fiber optic,No,No,Month-to-month,Yes,78.9,No
2875,No,2,Yes,No,DSL,No,No,Month-to-month,No,50.95,No
2876,No,40,No,No,Fiber optic,No,No,Month-to-month,Yes,97.1,Yes
2877,No,41,No,Yes,Fiber optic,No,Yes,One year,Yes,89.55,No
2878,No,55,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,96.75,Yes
2879,No,45,No,No,DSL,No,No,One year,No,34.2,No
2880,No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,61.15,No
2881,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
2882,No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.25,No
2883,No,34,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,96.35,No
2884,No,33,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.0,No
2885,No,3,No,Yes,Fiber optic,No,No,Month-to-month,No,74.45,No
2886,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,80.55,Yes
2887,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,70.25,Yes
2888,Yes,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,No
2889,Yes,66,Yes,Yes,DSL,No,Yes,Two year,Yes,58.2,No
2890,No,41,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.3,Yes
2891,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,70.55,No
2892,No,55,Yes,No,DSL,No,No,Month-to-month,Yes,50.55,No
2893,Yes,30,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.1,No
2894,No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,75.3,Yes
2895,No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,80.1,No
2896,No,68,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.6,Yes
2897,No,2,No,No,DSL,No,No,Month-to-month,No,44.65,Yes
2898,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.3,No
2899,No,59,No,No,DSL,No,Yes,Month-to-month,Yes,51.7,No
2900,No,31,No,No,Fiber optic,No,No,Month-to-month,Yes,76.05,No
2901,No,54,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.5,No
2902,Yes,0,Yes,Yes,DSL,No,Yes,Two year,Yes,61.9,No
2903,Yes,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.8,No
2904,Yes,50,No,No,Fiber optic,No,No,Month-to-month,Yes,69.75,No
2905,No,65,Yes,No,DSL,Yes,Yes,Two year,No,58.9,No
2906,Yes,14,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,No
2907,No,15,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.6,Yes
2908,Yes,29,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,45.0,No
2909,No,5,No,No,Fiber optic,No,No,Month-to-month,No,69.95,Yes
2910,No,18,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,85.45,Yes
2911,No,15,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,105.1,Yes
2912,No,71,Yes,Yes,Fiber optic,Yes,No,One year,Yes,109.6,No
2913,No,54,No,Yes,Fiber optic,Yes,Yes,One year,No,110.35,Yes
2914,No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,Yes
2916,Yes,49,Yes,No,DSL,No,Yes,One year,Yes,35.8,No
2917,Yes,63,No,Yes,Fiber optic,Yes,No,Two year,Yes,104.8,No
2918,Yes,65,No,Yes,Fiber optic,Yes,No,One year,Yes,107.45,No
2919,Yes,50,No,No,Fiber optic,No,No,Two year,No,70.35,No
2920,No,63,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.4,Yes
2921,No,47,No,Yes,Fiber optic,Yes,No,One year,Yes,103.1,No
2922,No,2,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
2923,No,3,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.75,No
2924,No,66,No,Yes,Fiber optic,Yes,Yes,One year,No,110.9,Yes
2925,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,70.35,Yes
2926,No,69,Yes,No,Fiber optic,Yes,Yes,Two year,No,110.25,No
2927,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.45,Yes
2928,Yes,46,Yes,No,DSL,Yes,Yes,One year,No,56.9,No
2929,Yes,28,No,No,DSL,No,No,One year,Yes,51.0,No
2930,Yes,50,No,No,Fiber optic,No,No,Month-to-month,Yes,84.4,Yes
2931,No,51,Yes,Yes,Fiber optic,Yes,No,One year,Yes,93.5,No
2932,Yes,51,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.95,No
2933,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
2934,No,42,Yes,No,DSL,Yes,No,Month-to-month,No,54.55,No
2935,No,71,Yes,No,DSL,Yes,Yes,Two year,No,83.2,No
2936,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,64.95,No
2937,Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
2938,No,44,Yes,Yes,Fiber optic,Yes,No,One year,Yes,106.05,No
2939,No,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.7,No
2940,No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.35,Yes
2941,No,1,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,83.4,No
2942,No,17,No,Yes,DSL,No,No,Month-to-month,Yes,49.8,No
2943,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,Yes
2944,No,15,No,No,DSL,No,No,One year,No,56.15,No
2945,No,13,No,No,Fiber optic,Yes,No,Month-to-month,Yes,83.2,Yes
2946,No,57,Yes,No,DSL,Yes,Yes,Two year,No,69.85,No
2947,No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,No
2948,No,58,No,No,Fiber optic,No,Yes,Month-to-month,Yes,100.4,No
2949,No,63,Yes,Yes,DSL,Yes,Yes,Two year,Yes,79.85,No
2950,No,28,No,No,DSL,Yes,Yes,Month-to-month,Yes,35.75,No
2951,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,21.05,No
2952,Yes,41,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,74.55,No
2953,No,16,No,No,Fiber optic,No,Yes,Month-to-month,Yes,94.45,Yes
2954,Yes,24,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.85,No
2955,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.55,No
2956,No,61,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,106.45,No
2957,No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,No
2958,No,12,Yes,No,DSL,No,Yes,Month-to-month,No,54.2,No
2959,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,No
2960,Yes,7,Yes,No,DSL,No,No,Month-to-month,No,29.8,No
2961,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,86.1,Yes
2962,Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.15,No
2963,No,56,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,No
2964,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,Yes
2965,Yes,17,Yes,No,Fiber optic,Yes,No,Month-to-month,No,94.4,Yes
2966,No,1,No,No,DSL,Yes,Yes,One year,No,74.1,No
2967,No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,76.0,No
2968,No,51,No,No,Fiber optic,Yes,No,One year,Yes,94.0,No
2969,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,93.0,No
2970,No,63,Yes,Yes,DSL,Yes,Yes,One year,No,80.0,No
2971,No,2,No,No,DSL,No,Yes,Month-to-month,No,29.85,Yes
2972,No,12,No,No,DSL,No,No,Month-to-month,Yes,45.0,No
2973,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,No
2974,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
2975,No,58,No,Yes,Fiber optic,Yes,No,One year,Yes,103.25,Yes
2976,Yes,53,Yes,Yes,DSL,No,Yes,One year,No,64.15,No
2977,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,74.75,Yes
2978,Yes,7,No,No,DSL,No,No,Month-to-month,Yes,45.75,No
2979,No,25,No,No,Fiber optic,No,No,Month-to-month,Yes,84.6,No
2980,No,1,No,No,DSL,No,No,Month-to-month,Yes,35.75,Yes
2982,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
2983,No,8,Yes,No,DSL,No,Yes,Two year,No,65.5,No
2984,No,1,No,No,DSL,No,Yes,Month-to-month,Yes,50.8,Yes
2985,No,5,No,Yes,DSL,No,No,Month-to-month,No,50.55,No
2986,Yes,49,No,Yes,Fiber optic,Yes,No,One year,Yes,93.65,No
2987,Yes,69,No,No,Fiber optic,Yes,No,Two year,Yes,79.2,No
2988,No,71,Yes,Yes,DSL,Yes,Yes,One year,Yes,84.8,No
2989,No,3,No,No,Fiber optic,No,Yes,Month-to-month,Yes,83.9,Yes
2990,Yes,43,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,40.45,No
2991,No,67,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.3,No
2992,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No
2993,Yes,44,No,No,DSL,Yes,Yes,One year,Yes,54.3,No
2994,No,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.45,No
2995,No,3,Yes,Yes,DSL,No,Yes,Two year,No,71.1,No
2996,No,32,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.5,No
2997,No,65,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,104.25,No
2998,Yes,59,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,111.1,No
2999,No,34,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,105.1,No
3000,Yes,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.2,No
3001,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.0,No
3002,No,2,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,104.4,Yes
3003,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,No
3004,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,89.8,Yes
3005,No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,92.5,Yes
3006,Yes,49,No,No,Fiber optic,No,Yes,One year,Yes,100.6,Yes
3007,Yes,19,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.6,No
3008,Yes,48,Yes,No,DSL,Yes,No,One year,Yes,78.75,No
3009,Yes,45,Yes,No,DSL,No,No,Month-to-month,Yes,50.9,No
3010,No,4,No,No,DSL,No,No,Month-to-month,No,51.75,Yes
3011,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
3012,Yes,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,18.8,No
3013,No,58,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,102.1,Yes
3014,Yes,72,Yes,Yes,DSL,No,Yes,Two year,No,74.55,No
3015,No,63,Yes,Yes,DSL,Yes,Yes,One year,No,83.0,No
3016,No,2,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,91.15,No
3017,No,52,Yes,No,DSL,Yes,Yes,One year,No,57.95,No
3018,Yes,4,Yes,No,DSL,No,No,Month-to-month,No,50.3,No
3019,No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,105.7,No
3020,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,No
3021,No,64,No,Yes,DSL,No,Yes,One year,Yes,70.15,No
3022,No,8,No,Yes,Fiber optic,No,No,Month-to-month,No,100.85,Yes
3023,No,26,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.2,No
3024,No,1,No,No,Fiber optic,No,No,Month-to-month,No,90.55,Yes
3025,Yes,10,Yes,Yes,DSL,Yes,Yes,Two year,No,53.7,No
3026,No,35,No,No,Fiber optic,Yes,Yes,One year,Yes,99.25,No
3027,No,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.65,No
3028,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No
3029,No,2,No,No,Fiber optic,No,No,Month-to-month,No,81.5,No
3030,No,12,No,No,Fiber optic,No,No,Month-to-month,Yes,86.55,No
3031,Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
3032,No,57,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.85,No
3033,Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,112.25,No
3034,No,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,85.3,No
3035,Yes,61,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,No
3036,No,72,Yes,Yes,DSL,No,Yes,Two year,Yes,79.35,No
3037,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,80.85,Yes
3038,No,22,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.65,No
3039,Yes,55,Yes,No,Fiber optic,No,No,One year,No,100.9,No
3040,No,34,Yes,Yes,DSL,No,Yes,Month-to-month,No,62.65,Yes
3041,No,29,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.45,No
3042,No,4,No,No,DSL,No,No,Month-to-month,Yes,44.8,No
3044,No,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.4,Yes
3045,No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
3046,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,65.2,No
3048,No,9,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.15,No
3049,No,1,No,No,DSL,No,No,Month-to-month,Yes,24.4,No
3050,No,27,No,No,DSL,Yes,Yes,Month-to-month,No,59.45,No
3051,Yes,64,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,91.8,No
3052,Yes,72,Yes,Yes,Fiber optic,No,No,One year,Yes,104.15,No
3053,No,56,Yes,No,Fiber optic,No,No,One year,Yes,98.0,No
3054,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.65,No
3055,No,38,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.45,Yes
3056,Yes,53,No,No,DSL,Yes,Yes,One year,Yes,78.75,No
3057,No,69,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,110.05,No
3058,Yes,7,Yes,No,DSL,Yes,Yes,Two year,No,49.65,No
3059,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.35,No
3060,No,56,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.45,No
3061,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,94.2,No
3062,No,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.0,No
3063,No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.95,No
3064,Yes,31,No,No,Fiber optic,No,No,Month-to-month,Yes,86.55,Yes
3065,No,71,No,Yes,Fiber optic,Yes,No,Two year,No,89.45,No
3066,Yes,69,No,Yes,DSL,Yes,No,Two year,Yes,54.95,No
3067,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,70.05,Yes
3068,Yes,68,Yes,Yes,DSL,Yes,No,One year,Yes,73.0,No
3069,No,16,Yes,No,Fiber optic,No,No,Month-to-month,Yes,94.25,Yes
3070,No,66,Yes,Yes,DSL,No,No,One year,Yes,54.8,No
3071,No,66,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.0,Yes
3072,Yes,44,Yes,No,DSL,No,Yes,Month-to-month,No,56.25,No
3073,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,95.45,Yes
3074,No,20,No,No,Fiber optic,No,No,One year,Yes,91.0,No
3075,No,47,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.3,Yes
3076,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.25,No
3077,No,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.1,No
3078,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,No
3079,No,11,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,No
3081,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,63.1,No
3082,No,72,Yes,Yes,DSL,No,No,Two year,No,59.75,No
3083,No,72,Yes,Yes,Fiber optic,No,No,Two year,Yes,84.05,No
3084,No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.45,No
3085,No,50,No,Yes,Fiber optic,No,Yes,One year,Yes,106.8,No
3086,Yes,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
3087,No,6,No,No,DSL,No,Yes,Month-to-month,Yes,49.5,No
3088,No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,104.1,Yes
3089,Yes,54,No,Yes,DSL,Yes,No,Two year,Yes,59.8,No
3090,Yes,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.0,No
